STT,Tên doanh nghiệp,Tên viết tắt,Loại hình doanh nghiệp,Lĩnh vực hoạt động,Vốn điều lệ (VND),Website,Điện thoại,Fax,Địa chỉ trụ sở,Tên người đại diện theo pháp luật,Đơn vị XHTN gần nhất,Kết quả XHTN gần nhất,Ngày hiệu lực
794,TNPC - Công ty cổ phần đầu tư Rox Energy (tên cũ: Công ty cổ phần năng lượng TNPower),ROX ENERGY,Công ty cổ phần,Năng lượng,1.1399E+12,https://tnpower.com.vn/,913001685,0,"Tầng 12, Tòa nhà TNR Tower, 180-192 Nguyễn Công Trứ, phường Bến Thành, Thành phố Hồ Chí Minh, Việt Nam",NGUYỄN MẠNH HÙNG; TRẦN QUANG LUÂN; Trương Thị Hoàng Thảo; ĐINH THÁI CHUNG,,,
795,TNQC - CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN HẠ TẦNG NAM QUANG,TNI NAM QUANG,Công ty cổ phần,Lĩnh vực khác,2.634E+12,www.namsach-izone.com,2203752261,2203752261,"Khu Công nghiệp Nam Sách, Phường Ái Quốc, Thành phố Hải Phòng",Triệu Thanh An,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBBB-,10/10/2025
796,TNRC - Công ty cổ phần đầu tư phát triển bất động sản TNR holdings Việt Nam,"TNR Holdings VietNam.,JSC",Công ty cổ phần,Bất động sản,2E+12,bondtnr@tnrholdings.vn,2473073099,2473073099,"Tầng 26, Tòa nhà Tháp A (Tòa nhà TNR) số 54A, Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Hà Đăng Sáng; Nguyễn Mạnh Hải,,,
797,TNSC - Công ty TNHH Điện mặt trời Trung Nam Thuận Nam,TNTNSP,Công ty trách nhiệm hữu hạn,Sản xuất,2.41141E+12,www.trungnamgroup.com.vn,2596539639,2596539639,"Thôn Quán Thẻ 1, Xã Thuận Nam, Tỉnh Khánh Hòa, Việt Nam",Nguyễn Tâm Thịnh,,,
798,TOCC - Công ty cổ phần Tư vấn và Kinh doanh bất động sản TCO,TOCC,Công ty cổ phần,Bất động sản,6.271E+12,https://tco-realestate.com.vn/,326151980,0,"Tầng 8, tòa nhà CDC, 25 Lê Đại Hành, phường Lê Đại Hành, quận Hai Bà Trưng, thành phố Hà Nội",Nguyễn Linh Phương; Ngô Mạnh Trung,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB-,12/5/2025
799,TOT - CÔNG TY CỔ PHẦN TRANSIMEX LOGISTICS,TMS LOGISTICS,Công ty cổ phần,"Thương mại, dịch vụ",1.04047E+11,transimextrans.com.vn,2837297373,2837297373,"Tầng 2 - Tòa Nhà Phú Nhuận Plaza, 82 Trần Huy Liệu, Phường Cầu Kiệu, TP.HCM",,,,
800,TP1C - Công ty Cổ phần Thiên Phúc INVEST,THIEN PHUC INVEST,Công ty cổ phần,Bất động sản,90000000000,0,909984185,0,"Số 77 Ngô Quyền, phường Phủ Lý, tỉnh Ninh Bình, Việt Nam",Trần Mạnh Linh,,,
801,TPAC - CÔNG TY TNHH THÀNH PHỐ AQUA,"AQUA CITY CO.,LTD",Công ty trách nhiệm hữu hạn,Bất động sản,8.4564E+11,tpac.aqua,2513501508,2513501508,"Dự án Aqua City, ấp An Xuân, Phường Long Hưng, Tỉnh Đồng Nai, Việt Nam",Bùi Đạt Chương,,,
802,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPB,Công ty cổ phần,Tổ chức tín dụng,2.77405E+13,tpb.vn,2437688998,2437688979,"Tòa nhà TPBank, Số 57, Phố Lý Thường Kiệt, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",,Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Ratings),AA-,22/05/2026
803,TPCC - Công ty CP Bất động sản Tiến Phước,TIEN PHUOC,Công ty cổ phần,Lĩnh vực khác,2.018E+12,tienphuoc.com,2838380303,283924129,"542 Trần Hưng Đạo, Phường 2, Quận 5, TP. HCM",,,,
804,TPHC - Công ty TNHH Một thành viên Khách sạn Quốc tế Thiên Phúc,THIEN PHUC,Công ty trách nhiệm hữu hạn,Bất động sản,1.69443E+12,congtythienphuc.com,288224866,288224866,"167 HAI BÀ TRƯNG, PHƯỜNG 06, QUẬN 3, TP HỒ CHÍ MINH",Hồng Kim Yến,,,
805,TPIC - CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ DỊCH VỤ THUẬN PHÁT,"THUAN PHAT SI.,JSC",Công ty cổ phần,"Thương mại, dịch vụ",3E+11,irb.vn,2437683366,2437951825,"Khu du lịch cao cấp đồi 1 phía Tây Cầu Bãi Cháy, P. Bãi Cháy TP Hạ Long, tỉnh Quảng Ninh",,,,
806,TPNC - CÔNG TY CỔ PHẦN LOGISTICS NÔNG SẢN XUẤT KHẨU TÂY NGUYÊN,TPN,Công ty cổ phần,"Thương mại, dịch vụ",50000000000,Không có,905970978,028 6288 5138,"Quốc lộ 14, Thôn Plei Đung, Xã la Hrú, Huyện Chư Pưh, tỉnh Gia Lai, Việt Nam",ĐỖ THẾ NHÂN,Công ty cổ phần FiinRatings (FiinRatings),B-,16/06/2025
807,TPP - Công ty cổ phần Tân Phú Việt Nam,TPP,Công ty cổ phần,Sản xuất,4.5E+11,tanphuplastic.vn,2838654133,2838607622,"314 LŨY BÁN BÍCH, PHƯỜNG HÒA THẠNH, QUẬN TÂN PHÚ, TP HỒ CHÍ MINH",Trần Đức Huy,,,
808,TPRC - CTCP ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN THUẬN PHÁT,THUAN PHAT INVESTMENT AND DEVELOPMENT REAL ESTATE JSC,Công ty cổ phần,Bất động sản,7.44E+11,không có,938485358,938485358,"KHU I, KHU THƯƠNG MẠI - DỊCH VỤ - VĂN PHÒNG, TẦNG 2 - KHU VĂN PHÒNG, SỐ 2.01, CAO ỐC VĂN PHÒNG - THƯƠNG MẠI DỊCH VỤ - CĂN HỘ THE PRINCE RESIDENCE, SỐ 17 - 19 - 21 NGUYỄN VĂN TRỖI, P. 11, Q. PHÚ NHUẬN, TP. HỒ CHÍ MINH",,,,
809,TPXC - CTCP PHÁT TRIỂN THÀNH PHỐ XANH,GCD JSC,Công ty cổ phần,Bất động sản,6.69E+12,thanhphoxanh.vinhomes.vn,08 6265 7999,08 6265 7999,"Số 72 Lê Thánh Tôn, Phường Sài Gòn, Thành phố Hồ Chí Minh",NGUYỄN THỤC HIỀN; NGUYỄN THỤC HIỀN,,,
810,TQSC - Công ty TNHH Tư vấn & Quản lý Smart Invest,TQS,Công ty trách nhiệm hữu hạn,"Thương mại, dịch vụ",2.25237E+11,0,2435739779,2435739779,"Tầng 3, tòa nhà số 12-16 phố Đốc Ngữ, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam",Nguyễn Đức Hiếu,,,
811,TRAC - CÔNG TY CP ĐẦU TƯ VÀ PHÁT TRIỂN VẬN TẢI,"TRANSID.,JSC",Công ty cổ phần,Bất động sản,1.12624E+11,transid.com.vn,941383343,941383343,"65 Cảm Hội, phường Đống Mác, quận Hai Bà Trưng, Hà Nội",Nguyễn Hương Giang,,,
812,TREC - CÔNG TY CỔ PHẦN NĂNG LƯỢNG TÁI TẠO TRUNG NAM,TRUNG NAM RENEWABLE ENERGY CORPORATION,Công ty cổ phần,Năng lượng,9.08305E+12,www.trungnamgroup.com.vn,028 62645178,028 62645180,"7A/68 Thành Thái, Khu Phố 14, Phường Diên Hồng, Thành Phố Hồ Chí Minh",Lê Như Phước An,Công ty cổ phần FiinRatings (FiinRatings),CCC,8/12/2025
813,TRMC - CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN BĐS TRƯỜNG MINH,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN BĐS TRƯỜNG MINH,Công ty trách nhiệm hữu hạn,Bất động sản,3.7382E+12,,326591968,0,"Dự án Khu đô thị sinh thái Dream City, Xã Nghĩa Trụ, Tỉnh Hưng Yên, Việt Nam",Ngô Văn Kiên,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB,20/08/2025
814,TRSC - Tổng công ty Xây dựng Trường Sơn,TRSC,Công ty trách nhiệm hữu hạn,Xây dựng,8E+11,https://tcttruongson.com/,438542573,438542758,"Km6+500, Đại Lộ Thăng Long, Phường Xuân Phương, Thành phố Hà Nội, Việt Nam",Nguyễn Hữu Ngọc,,,
815,TSAC - Công ty TNHH Đầu tư và phát triển bất động sản Trung Sơn A,Trung Son A Real Estate Co.;ltd,Công ty trách nhiệm hữu hạn,Lĩnh vực khác,7E+11,0,938485358,0,"Khu I, Khu TMDV VP, Tầng 2-Khu văn phòng, số 2.01, Cao ốc văn phòng-TMDV-Căn hộ The Prince Residence, số 17-19-21 Nguyễn Văn Trỗi, Phường 11, Quận Phú Nhuận, Tp.HCM",Võ Thị Kim Khoa,,,
816,TSBC - Công ty TNHH Đầu tư và Phát triển Bất động sản Tân Sơn Bình,"Tan Son Binh Investment and Development Real Estate Co., Ltd",Công ty trách nhiệm hữu hạn,Bất động sản,2.65E+11,Không,938485358,0,"Số 2.01, Tầng 2, Khu Thương mại - Dịch vụ, Dự án Khu thương mại, dịch vụ, văn phòng, officetel và căn hộ tại số 08 đường Hoàng Minh Giám, phường 09, Quận Phú Nhuận, TP Hồ Chí Minh",Lý Trường An,,,
817,TSCC - CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG THẾ SƠN,THE SON CONSTRUCTION INVEST JSC,Công ty cổ phần,Xây dựng,3E+11,https://thesongroup.com/,862840102,862840102,"Số 70, đường 64 TML, Phường Thạnh Mỹ Lợi, Tp Thủ Đức, Tp. Hồ Chí Minh",,,,
818,TSHC - Công ty cổ phần Điện lực Trung Sơn,"TrungSon elec.,JSC",Công ty cổ phần,Sản xuất,7E+11,dienluctrungson.com.vn,2437878691,2437879691,"Tầng 5, tòa nhà Sudico, đường Mễ Trì, phường Mỹ Đình 1, quận Nam Từ Liêm, Hà Nội",,,,
819,TSIC - Công Ty Cổ Phần Chứng Khoán Tân Việt,TVSI,Công ty cổ phần,Kinh doanh chứng khoán,2.639E+12,tvsi.com.vn,024 3728 0920,024 3728 0920,"Tầng 17 tòa tháp VCCI Tower, Số 9 Đào Duy Anh, Phường Phương Mai, Quận Đống Đa, thành phố Hà Nội",,,,
820,TSLC - CÔNG TY CỔ PHẦN THÁI SƠN - LONG AN,"THAI SON - LONG AN ., JSC",Công ty cổ phần,Bất động sản,1.5E+12,Đang khởi tạo,2723732277,2723732277,"Ấp Long Hậu 2, xã Cần Giuộc, Tỉnh Tây Ninh",Đỗ Hoàng Việt,,,
821,TSOC - CÔNG TƯ CỔ PHẦN ĐẦU TƯ XÂY DỰNG THÁI SƠN,THAI SON INVEST CONS CORP,Công ty cổ phần,Bất động sản,1.35E+13,https://thaison.thesakura.vn,913486925,88465274,"Số 7, Đường Bằng Lăng 1, Khu đô thị Vinhomes Riverside, Phường Phúc Lợi, Thành phố Hà Nội, Việt Nam",Vũ Quyết Thắng,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnA-,30/03/2026
822,TTCC - CTCP đầu tư Thành Thành Công,TTC,Công ty cổ phần,Lĩnh vực khác,3E+12,https://www.ttcgroup.vn/,028 3997 7727,028 3997 7728,"Số 253 Hoàng Văn Thụ, Phường Tân Sơn Hòa, Thành phố Hồ Chí Minh, Việt Nam",Huỳnh Bích Ngọc,,,
823,TTDC - CTCP Tập đoàn Thái Tuấn,THAITUAN GROUP,Công ty cổ phần,Sản xuất,2.016E+12,www.thaituan.com,2837194612,37194609,"Lô số B38/II, đường số 2B, KCN Vĩnh Lộc, Phường Bình Tân, Thành phố Hồ Chí Minh",PHẠM HOÀNG YÊN,,,
824,TTE - Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh,Công ty CPĐT Năng lượng Trường Thịnh,Công ty cổ phần,Lĩnh vực khác,2.84904E+11,www.dientruongthinh.vn,(84-60) 386 8119,(84-60) 386 8901,"507 Duy Tân, Phường Đăk Cấm, tỉnh Quảng Ngãi, Việt Nam",Nguyễn Văn Quân; Đinh Xuân Hoàng,,,
825,TTGC - CTCP TẬP ĐOÀN TRƯỜNG THỊNH,TRUONG THINH GROUP,Công ty cổ phần,Xây dựng,2.619E+12,www.truongthinh.com,2323820024,2323823859,"50 NGUYỄN HỮU CẢNH, P. HẢI ĐÌNH, TP ĐỒNG HỚI, TỈNH QUẢNG BÌNH",Võ Minh Hoài,,,
826,TTHC - Công ty TNHH Đầu tư Nhà ở xã hội Thuận Thành,Công ty TNHH Đầu tư Nhà ở xã hội Thuận Thành,Công ty trách nhiệm hữu hạn,Bất động sản,3.72E+11,không có,989264235,826988333,"Khu Ấp, Phường Hồ, Thị xã Thuận Thành, Tỉnh Bắc Ninh, Việt Nam",Nguyễn Minh Đức,,,
827,TTRC - CTCP Thương mại Du lịch Tân Thành,TTR,Công ty cổ phần,Bất động sản,1.65E+12,www.tanthanhgroup.info,0908 757 066,2835358222,"Số 156 Nguyễn Văn Trỗi, Phường 8, Quận Phú Nhuận, thành phố Hồ Chí Minh",Trần Duy Kiều,,,
828,TTTC - Công ty TNHH Bất động sản Tinh Cầu,TTTC,Công ty trách nhiệm hữu hạn,Bất động sản,20000000000,landhcm79@gmail.com,938485358,938485358,"81 Cách Mạng Tháng Tám, Phường Bến Thành, Quận 01 Thành phố Hồ Chí Minh, Việt Nam",,,,
829,TVB - Công ty cổ phần chứng khoán Trí Việt,TVB,Công ty cổ phần,Kinh doanh chứng khoán,1.12015E+12,www.tvsc.vn,2462732059,2462732058,"Tầng 2, số 142 Đội Cấn, quận Ba Đình, Hà Nội",Nguyễn Thị Hằng; Phạm Thanh Tùng,,,
830,TVC - CTCP TẬP ĐOÀN QUẢN LÝ TÀI SẢN TRÍ VIỆT,TẬP ĐOÀN TRÍ VIỆT,Công ty cổ phần,Lĩnh vực khác,1.18611E+12,http://tcorp.vn,2437224999,2462732058,"142 ĐỘI CẤN, PHƯỜNG ĐỘI CẤN, QUẬN BA ĐÌNH, TP HÀ NỘI",Nguyễn Thị Hằng; Phạm Thanh Tùng,,,
831,TVLC - Công ty TNHH Thế Vượng,"THE VUONG CO., LTD",Công ty trách nhiệm hữu hạn,Lĩnh vực khác,26000000000,www.thevuong.com.vn,(028) 5413 8102,(028) 5413 5965,"Tầng 21, Tòa nhà Phú Mỹ Hưng, số 8 đường Hoàng Văn Thái, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam.","Lo, Nai - Wei",,,
832,TVPC - CTCP ĐẦU TƯ VÀ DU LỊCH T&M VÂN PHONG,TVPC,Công ty cổ phần,Bất động sản,3.8E+12,không có,386860246,386860246,"146 Lê Hồng Phong, Phường Phước Hải, TP Nha Trang, tỉnh Khánh Hòa (địa chỉ nhận thư: Tầng 11 tòa nhà EOB, số 2 Tôn Thất Tùng, P. Trung Tự, Q. Đống Đa, Hà Nội)",Nguyễn Cảnh Hồng,,,
833,TVRC - Công ty Cổ phần Đầu tư Phát triển Bất động sản Thành Vinh,"THANH VINH REALTY ..,JSC",Công ty cổ phần,Bất động sản,9.05E+11,không có,984694942,0,"Tòa nhà Bưu điện tỉnh Nghệ An, số 2 Nguyễn Thị Minh Khai, Phường Hưng Bình, Thành phố Vinh, Tỉnh Nghệ An",Nguyễn Huy Hoàng,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBBB-,3/4/2025
834,TVS - Công ty Cổ phần Chứng khoán Thiên Việt,TVSC,Công ty cổ phần,Kinh doanh chứng khoán,1.66995E+12,www.tvs.vn,024 3248 4820,024 3248 4821,"Tầng 15, tòa nhà Harec, số 4 Láng Hạ, Giảng Võ, Hà Nội",,Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Ratings),A-,16/12/2025
835,TVSC - Công ty cổ phần Điện Mặt Trời Trung Nam Trà Vinh,TNTVSP,Công ty cổ phần,Sản xuất,1.45E+12,trungnamgroup.com.vn,2943753768,2943753768,"Ấp Giồng Giếng, Phường Duyên Hải, Tỉnh Vĩnh Long, Việt Nam",Nguyễn Tâm Thịnh,,,
836,TXCC - Công ty Cổ phần Thanh Xuân,"Thanh Xuan.,JSC",Công ty cổ phần,Bất động sản,1.21E+12,https://thanhxuan.vn,2473053555,2437197215,"Khu Đại Lải, Phường Xuân Hòa, tỉnh Phú Thọ, Việt Nam",Đoàn Quốc Huy,,,
837,TZCC - CÔNG TY CỔ PHẦN DỊCH VỤ TAZON,TZCC,Công ty cổ phần,"Thương mại, dịch vụ",2E+11,Không có,0914 698 339,0,"32/5 Nguyễn Thông, KP1, Phường Phú Hài, Thành phố Phan Thiết, tỉnh Bình Thuận, Việt Nam",,,,
838,UDIC - CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN ĐÔ THỊ VÀ KHU CÔNG NGHIỆP,"IDCI., JSC",Công ty cổ phần,Lĩnh vực khác,3.2E+11,www.udideco.com.vn/,2437910306,2437910393,"Tầng 22, Tòa nhà văn phòng Intracom , tổ dân phố số 10, Phường Phúc Diễn, Quận Bắc Từ Liêm, Thành phố .Hà Nội",Phan Thị Đức,,,
839,UNIC - Công ty TNHH Đầu tư Bất động sản Unity,Công ty TNHH Đầu tư Bất động sản Unity,Công ty trách nhiệm hữu hạn,Bất động sản,2.63E+12,0,905238968,0,"65 Nguyễn Du, phường Bến Nghé, Quận 1, TP.HCM",BÙI ĐẠT CHƯƠNG,,,
840,UPSC - Công ty cổ phần chứng khoán UP (tên cũ:Công ty cổ phần chứng khoán Quốc tế Hoàng Gia),UPSC,Công ty cổ phần,Kinh doanh chứng khoán,3.23746E+11,https://upstock.com.vn,2439446666,2439448071,"Tầng 8, Tòa nhà Hapro Building, số 11B Cát Linh, phường Ô chợ Dừa, Hà Nội",Chu Tuấn An,Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Ratings),BBB-,15/05/2025
841,USMC - Công ty Cổ phần Nhà máy Trang thiết bị Y tế USM Healthcare,USM,Công ty cổ phần,Sản xuất,2.3E+11,https://usm.com.vn/,2873044888,2873043888,"Lô I-4b-1.3, Đường N3, Khu Công nghệ cao, Phường Long Thạnh Mỹ, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Võ Xuân Bội Lâm,,,
842,VAB - NGÂN HÀNG TMCP VIỆT Á,VAB,Công ty cổ phần,Tổ chức tín dụng,8.16361E+12,www.vietbank.com.vn,2439333636,2439336426,"Tầng 4 và 5, tòa nhà Samsora Premier, số 105 đường Chu Văn An, Phường Hà Đông, Thành phố Hà Nội",,,,
843,VACC - Công ty TNHH Đầu tư Kinh doanh và Phát triển Thương mại Việt An,VIET AN,Công ty trách nhiệm hữu hạn,Bất động sản,2.768E+12,,2432002774,2432002774,"Ô số G35 - Lô Biệt thự BT7 - Khu đô thị mới Việt Hưng, Phường Việt Hưng, Quận Long Biên, Thành phố Hà Nội, Việt Nam",Triệu Thùy Linh,,,
844,VADC - Công ty TNHH VINH AN ĐIỀN,VINH AN ĐIỀN,Công ty trách nhiệm hữu hạn,Bất động sản,1.5E+11,ctyvinhandien@gmail.com,2839352220,2839352220,"29A Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh",Lý Vinh Hoàng,,,
845,VAIC - CTCP Đầu tư Voyage,Voyage,Công ty cổ phần,Bất động sản,5E+11,congtydautuvoyage.com,2822101543,2822101543,"D1, Tầng 14, Tòa nhà Golden King, Số 15 Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TP. Hồ Chí Minh",Trần Tú Phương,,,
846,VBAC - Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,AGRIBANK,Công ty trách nhiệm hữu hạn,Tổ chức tín dụng,5.16386E+13,http://www.agribank.com.vn,243772273,2438314069,"SỐ 02 LÁNG HẠ, PHƯỜNG GIẢNG VÕ, TP HÀ NỘI",Phạm Toàn Vượng; Tiết Văn Thành,,,
847,VBB - Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,VIETBANK,Công ty cổ phần,Tổ chức tín dụng,1.0769E+13,www.vietbank.com.vn,2993621454,2993621858,"47 Trần Hưng Đạo, Phường Phú Lợi, Thành phố Cần Thơ",DƯƠNG NHẤT NGUYÊN; Lê Huy Dũng; TRẦN TUẤN ANH; Trần Tuấn Anh,,,
848,VC2 - Công ty Cổ phần Đầu tư và Xây dựng Vina2,VINA2,Công ty cổ phần,Xây dựng,6.87694E+11,vina2.com.vn,024 3753 0936,024 3836 1012,"Tầng 2-4 tòa B, KĐTM Kim Văn, Kim Lũ, Đại Kim, Hoàng Mai, thành phố Hà Nội",,,,
849,VCB - NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM,VIETCOMBANK,Công ty cổ phần,Tổ chức tín dụng,8.35568E+13,vietcombank.com.vn,2439343137,2438251322,"198 TRẦN QUANG KHẢI, HOÀN KIẾM, HÀ NỘI",,,,
850,VCBC - CÔNG TY TNHH CHỨNG KHOÁN NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM,VCBS,Công ty trách nhiệm hữu hạn,Kinh doanh chứng khoán,2.5E+12,Vcbs.com.vn,2439366990,2438238730,"TẦNG 5-6-7-8, TOÀ NHÀ THỦ ĐÔ, SỐ 72 TRẦN HƯNG ĐẠO, Q HOÀN KIẾM, TP HÀ NỘI",Lê Mạnh Hùng,,,
851,VCG - Tổng công ty cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,"Vinaconex.,JSC",Công ty cổ phần,Bất động sản,5.98593E+12,https://vinaconex.com.vn/,8.42463E+11,8.42463E+11,"Tòa nhà Vinaconex, 34 Láng Hạ, phường Láng, thành phố Hà Nội",,,,
852,VCI - CTCP CHỨNG KHOÁN VIETCAP (TÊN CŨ:CTCP CHỨNG KHOÁN BẢN VIỆT),CTCP CHUNG KHOAN BAN VIET,Công ty cổ phần,Kinh doanh chứng khoán,7.226E+12,www.vietcap.com.vn,(028) 39143588,(028) 39143209,"TẦNG 15, THÁP TÀI CHÍNH BITEXCO, 02 HẢI TRIỀU, PHƯỜNG SÀI GÒN, THÀNH PHỐ HỒ CHÍ MINH, VIỆT NAM",TÔ HẢI; TÔN MINH PHƯƠNG,,,
853,VCLC - CTCP BẤT ĐỘNG SẢN VINACONEX,"VINACONEX REAL., JSC",Công ty cổ phần,Bất động sản,4.4E+11,0,2462758833,0,"TẦNG 12 TÒA NHÀ VINACONEX, 34 LÁNG HẠ, QUẬN ĐỐNG ĐA, HÀ NỘI",Dương Văn Mậu,,,
854,VCMC - Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,WINCOMMERCE JSC,Công ty cổ phần,Lĩnh vực khác,8.32108E+12,không có,028-62563862 - 0909991023,028-38274115,"SỐ 23 LÊ DUẨN, PHƯỜNG BẾN NGHÉ, QUẬN 1, TP HỒ CHÍ MINH",NGUYỄN THỊ PHƯƠNG,,,
855,VCP - Công ty cổ phần xây dựng và năng lượng VCP,VCP P&C,Công ty cổ phần,Năng lượng,8.37897E+11,https://vcpholdings.com.vn/,2462699988,2462699977,"Tầng 19, toà nhà Vinaconex, số 34 Láng Hạ, phường Láng, Hà Nội",Vũ Ngọc Tú,Công ty cổ phần FiinRatings (FiinRatings),A-,15/12/2025
856,VCR - Công ty cổ phần đầu tư và phát triển du lịch Vinaconex,"VINACONEX-ITC.,JSC",Công ty cổ phần,Bất động sản,1.8E+12,www.vinaconexitc.com.vn,2462812728,2462816845,"Tầng 12, tòa nhà Vinaconex, số 34, Láng Hạ, phường Láng Hạ, quận Đống Đa, Hà Nội",,,,
857,VCSC - Công ty cổ phần thương mại và dịch Việt Kim,Công ty cổ phần thương mại và dịch Việt Kim,Công ty cổ phần,Lĩnh vực khác,1.1E+11,Không có,911298881,0,"Tầng 4, số 49B, đường Cổ Điển, thị trấn Văn Điển, huyện Thanh Trì, Hà Nội",Nhữ Mạnh Dũng,,,
858,VDIC - Công ty TNHH thương mại và đầu tư Việt Đức,"VDIAT Co.,LTD",Công ty trách nhiệm hữu hạn,Bất động sản,4.26E+11,Không có website,983033388,0,"Số 32 Đường An Lạc 1, Xã Ô Diên, TP Hà Nội",Lê Thanh Tùng,,,
859,VDPC - Công ty CP Vina Đại Phước,Vina dai phuoc corp,Công ty cổ phần,Bất động sản,1.6539E+12,www.daiphuoc-lotus.com,839144604,839144604,"Dự án Hoa Sen Đại Phước, Xã Đại Phước, Huyện Nhơn Trạch, Tỉnh Đồng Nai, Việt Nam","LIN, YI HUANG; LIN, YI HUANG; LIN, YI HUANG",,,
860,VDS - CTCP Chứng khoán Rồng Việt,VDSC,Công ty cổ phần,Kinh doanh chứng khoán,2.72E+12,www.vdsc.com.vn,2862992006,0,"Tầng 1 đến tầng 8, Tòa nhà Viet Dragon, 141 Nguyễn Du, P. Bến Thành, TP. Hồ Chí Minh",NGUYỄN MIÊN TUẤN,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBBB,31/01/2026
861,VEBC - CÔNG TY TNHH VERDANT VIETNAM BRAVO,"VERDANT VIETNAM BRAVO CO., LTD",Công ty trách nhiệm hữu hạn,Lĩnh vực khác,1.40856E+11,verdant-energy.co,363506533,0,"08-LK2, Khu nhà ở 90 Nguyễn Tuân, số 90 đường Nguyễn Tuân, Phường Thanh Xuân, Thành phố Hà Nội, Việt Nam",YAU WAI HOO,Công ty cổ phần FiinRatings (FiinRatings),BB+,9/6/2026
862,VEVC - CÔNG TY TNHH VERDANT VIETNAM CRYSTAL,"VERDANT VIETNAM CRYSTAL CO., LTD",Công ty trách nhiệm hữu hạn,Lĩnh vực khác,1.93201E+11,verdant-energy.co,363506533,0,"Tầng 8, Tòa nhà Lapen Asset Building, 99 Nguyễn Thị Minh Khai, Phường Bến Thành, TP Hồ Chí Minh, Việt Nam",Yau Wai Hoo,Công ty cổ phần FiinRatings (FiinRatings),BB+,9/6/2026
