STT,Ngày đăng tin,Tên DN,Mã TP,Tiền tệ,Kỳ hạn,Ngày phát hành,Ngày đáo hạn,Kỳ hạn còn lại (ngày),Khối lượng,Mệnh giá,Loại hình trả lãi,Loại lãi suất,Phương thức thanh toán lãi,Mua lại và hoán đổi,Thị trường phát hành,Lãi suất phát hành (%/năm),Tình trạng,Văn bản đính kèm,Code công ty,Loại hình,Ngành
2935,2026-04-23 00:00:00,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBB12601,VNĐ,,21/04/2026,21/04/2033,,5000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.0,Hiệu lực,,MBB ,Công ty cổ phần,Tổ chức tín dụng
2936,2026-04-28 00:00:00,BAB - Ngân hàng Thương Mại Cổ Phần Bắc Á,BAB12601,VNĐ,,21/04/2026,21/04/2028,,2000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.4,Hiệu lực,,BAB ,Công ty cổ phần,Tổ chức tín dụng
2937,2026-04-29 00:00:00,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBB12602,VNĐ,,22/04/2026,22/04/2033,,12000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.0,Hiệu lực,,MBB ,Công ty cổ phần,Tổ chức tín dụng
2938,2026-04-24 00:00:00,MSB - Ngân hàng TMCP Hàng Hải Việt Nam,MSB12601,VNĐ,,22/04/2026,22/04/2029,,2000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.4,Hiệu lực,,MSB ,Công ty cổ phần,Tổ chức tín dụng
2939,2026-04-29 00:00:00,HOSC - CÔNG TY TNHH HÓA CHẤT HYOSUNG VINA,HOS12601,VNĐ,,23/04/2026,23/04/2027,,2000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,9.0,Hiệu lực,,HOSC ,Công ty trách nhiệm hữu hạn,Sản xuất
2940,07/05/2026,VAB - NGÂN HÀNG TMCP VIỆT Á,VAB12601,VNĐ,,23/04/2026,23/04/2033,,1000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,9.0,Hiệu lực,,VAB ,Công ty cổ phần,Tổ chức tín dụng
2941,05/05/2026,AGHC - CÔNG TY TNHH PHÁT TRIỂN BẤT ĐỘNG SẢN AN GIA HƯNG,AGH12601,VNĐ,,23/04/2026,23/04/2029,,10648,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,AGHC ,Công ty trách nhiệm hữu hạn,Bất động sản
2942,05/05/2026,VPI - CTCP Phát triển Bất động sản Văn Phú (tên cũ: CTCP Đầu tư Văn Phú - Invest),VPI12601,VNĐ,,23/04/2026,23/04/2029,,1500,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.5,Hiệu lực,,VPI ,Công ty cổ phần,Bất động sản
2943,2026-04-29 00:00:00,MADC - CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN MINH AN,MAD32601,VNĐ,,23/04/2026,23/04/2027,,13000,100000000,Coupon,Cố định,Một lần khi đến hạn,Mua lại,,10.0,Hiệu lực,,MADC ,Công ty cổ phần,Bất động sản
2944,2026-04-29 00:00:00,MADC - CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN MINH AN,MAD12602,VNĐ,,23/04/2026,23/10/2028,,62000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,MADC ,Công ty cổ phần,Bất động sản
2945,2026-04-28 00:00:00,LOCC - Công ty Cổ phần Thương mại Xuất nhập khẩu Tam Tài Lộc,LOC32601,VNĐ,,23/04/2026,23/04/2027,,57000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.0,Hiệu lực,,LOCC ,Công ty cổ phần,Lĩnh vực khác
2946,2026-04-29 00:00:00,THLC - CÔNG TY TNHH THĂNG LONG,THL12601,VNĐ,,24/04/2026,24/04/2031,,4590,100000000,Coupon,Thả nổi,Khác,Mua lại,,10.39,Hiệu lực,,THLC ,Công ty trách nhiệm hữu hạn,Bất động sản
2947,2026-04-29 00:00:00,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TCB12601,VNĐ,,24/04/2026,24/04/2029,,2500,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Hoán đổi; Mua lại; None,,8.7,Hiệu lực,,TCB ,Công ty cổ phần,Tổ chức tín dụng
2948,2026-04-29 00:00:00,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TCB12603,VNĐ,,24/04/2026,24/04/2029,,2000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.6,Hiệu lực,,TCB ,Công ty cổ phần,Tổ chức tín dụng
2949,2026-04-29 00:00:00,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TCB12602,VNĐ,,24/04/2026,24/04/2029,,500,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.5,Hiệu lực,,TCB ,Công ty cổ phần,Tổ chức tín dụng
2950,2026-04-29 00:00:00,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TCB12604,VNĐ,,28/04/2026,28/04/2029,,3000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Hoán đổi; Mua lại; None,,8.9,Hiệu lực,,TCB ,Công ty cổ phần,Tổ chức tín dụng
2951,2026-05-06 00:00:00,OCB - Ngân hàng TMCP Phương Đông,OCB12601,VNĐ,,28/04/2026,28/04/2029,,1900,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.6,Hiệu lực,,OCB ,Công ty cổ phần,Tổ chức tín dụng
2952,11/05/2026,NAB - Ngân hàng Thương mại Cổ phần Nam Á,NAB12603,VNĐ,,28/04/2026,28/04/2028,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.0,Hiệu lực,,NAB ,Công ty cổ phần,Tổ chức tín dụng
2953,04/05/2026,HAG - Công ty cổ phần Hoàng Anh Gia Lai,HAG12601,VNĐ,,29/04/2026,29/04/2029,,20000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,HAG ,Công ty cổ phần,Lĩnh vực khác
2954,06/05/2026,OCB - Ngân hàng TMCP Phương Đông,OCB12602,VNĐ,,29/04/2026,29/04/2029,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.6,Hiệu lực,,OCB ,Công ty cổ phần,Tổ chức tín dụng
2955,07/05/2026,TSOC - CÔNG TƯ CỔ PHẦN ĐẦU TƯ XÂY DỰNG THÁI SƠN,TSO12601,VNĐ,,06/05/2026,06/05/2029,,20000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,12.5,Hiệu lực,,TSOC ,Công ty cổ phần,Bất động sản
2956,13/05/2026,VPI - CTCP Phát triển Bất động sản Văn Phú (tên cũ: CTCP Đầu tư Văn Phú - Invest),VPI12602,VNĐ,,07/05/2026,07/05/2029,,1800,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,11.5,Hiệu lực,,VPI ,Công ty cổ phần,Bất động sản
2957,12/05/2026,BAB - Ngân hàng Thương Mại Cổ Phần Bắc Á,BAB12602,VNĐ,,07/05/2026,07/05/2028,,1000,1000000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,8.6,Hiệu lực,,BAB ,Công ty cổ phần,Tổ chức tín dụng
2958,12/05/2026,VHM - CTCP VINHOMES,VHM12604,VNĐ,,11/05/2026,11/05/2029,,10000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.5,Hiệu lực,,VHM ,Công ty cổ phần,Bất động sản
2959,12/05/2026,VHM - CTCP VINHOMES,VHM12602,VNĐ,,11/05/2026,11/05/2029,,20000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.5,Hiệu lực,,VHM ,Công ty cổ phần,Bất động sản
2960,18/05/2026,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBB12603,VNĐ,,12/05/2026,12/05/2036,,35000,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,8.2,Hiệu lực,,MBB ,Công ty cổ phần,Tổ chức tín dụng
2961,14/05/2026,MSB - Ngân hàng TMCP Hàng Hải Việt Nam,MSB12602,VNĐ,,12/05/2026,12/05/2029,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.4,Hiệu lực,,MSB ,Công ty cổ phần,Tổ chức tín dụng
2962,20/05/2026,BAB - Ngân hàng Thương Mại Cổ Phần Bắc Á,BAB12603,VNĐ,,13/05/2026,13/05/2028,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.4,Hiệu lực,,BAB ,Công ty cổ phần,Tổ chức tín dụng
2963,20/05/2026,BAB - Ngân hàng Thương Mại Cổ Phần Bắc Á,BAB12604,VNĐ,,14/05/2026,14/05/2028,,1000,1000000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,8.6,Hiệu lực,,BAB ,Công ty cổ phần,Tổ chức tín dụng
2964,20/05/2026,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBB12606,VNĐ,,15/05/2026,15/05/2036,,500,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.3,Hiệu lực,,MBB ,Công ty cổ phần,Tổ chức tín dụng
2965,20/05/2026,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBB12604,VNĐ,,15/05/2026,15/05/2036,,3000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.3,Hiệu lực,,MBB ,Công ty cổ phần,Tổ chức tín dụng
2966,20/05/2026,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TCB12605,VNĐ,,18/05/2026,18/05/2029,,2000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.4,Hiệu lực,,TCB ,Công ty cổ phần,Tổ chức tín dụng
2967,21/05/2026,HDB - NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDB12601,VNĐ,,19/05/2026,19/05/2034,,50,1000000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,8.6,Hiệu lực,,HDB ,Công ty cổ phần,Tổ chức tín dụng
2968,20/05/2026,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBB12607,VNĐ,,19/05/2026,19/05/2036,,1000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.3,Hiệu lực,,MBB ,Công ty cổ phần,Tổ chức tín dụng
2969,22/05/2026,MSB - Ngân hàng TMCP Hàng Hải Việt Nam,MSB12603,VNĐ,,20/05/2026,20/05/2029,,2000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.45,Hiệu lực,,MSB ,Công ty cổ phần,Tổ chức tín dụng
2970,2026-02-10 00:00:00,KHG - CTCP Tập Đoàn KHẢI HOÀN LAND,KHG12601,VNĐ,,01/06/2026,01/06/2031,,1900,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,13.5,Hiệu lực,,KHG ,Công ty cổ phần,Bất động sản
2971,2026-01-16 00:00:00,KHG - CTCP Tập Đoàn KHẢI HOÀN LAND,KHG12503,VNĐ,,01/06/2026,01/06/2031,,1900,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,13.5,Hết hiệu lực,,KHG ,Công ty cổ phần,Bất động sản
2972,2026-02-24 00:00:00,TP1C - Công ty Cổ phần Thiên Phúc INVEST,TP112601,VNĐ,,02/06/2026,02/06/2029,,795,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.5,Hiệu lực,,TP1C ,Công ty cổ phần,Bất động sản
2973,2026-04-08 00:00:00,VPB - NH TMCP VIỆT NAM THỊNH VƯỢNG,VPB12601,VNĐ,,04/06/2026,04/06/2029,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.0,Hiệu lực,,VPB ,Công ty cổ phần,Tổ chức tín dụng
2974,2024-03-06 00:00:00,LVPC - Công ty cổ phần Cảng Quốc tế Lào - Việt,LVPCH2329004,VNĐ,,,,,0,100000000,Coupon,Thả nổi,,Mua lại,,0.0,Hiệu lực,,LVPC ,Công ty cổ phần,"Thương mại, dịch vụ"
2975,2023-01-31 00:00:00,NSTC - Công ty cổ phần North Star Holdings,NSTCH2224002,VNĐ,,,,,0,100000000,Coupon,Kết hợp,,Mua lại,,,Hiệu lực,,NSTC ,Công ty cổ phần,Bất động sản
2976,2022-12-19 00:00:00,NSTC - Công ty cổ phần North Star Holdings,NSTCH2224001,VNĐ,,,,,0,100000000,Coupon,Kết hợp,,Mua lại,,,Hiệu lực,,NSTC ,Công ty cổ phần,Bất động sản
2977,2022-10-19 00:00:00,AAS - Công ty Cổ phần Chứng khoán SmartInvest,AASH2227002,VNĐ,,,,,0,1000000,Coupon,Cố định,,Mua lại,,,Hiệu lực,,AAS ,Công ty cổ phần,Kinh doanh chứng khoán
2978,2022-10-17 00:00:00,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IDJH2225003,VNĐ,,,,,0,100000,Coupon,Cố định,,,,,Hiệu lực,,IDJ ,Công ty cổ phần,Bất động sản
2979,2022-10-17 00:00:00,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IDJH2225002,VNĐ,,,,,0,100000,Coupon,Cố định,,Mua lại,,,Hiệu lực,,IDJ ,Công ty cổ phần,Bất động sản
2980,2022-10-17 00:00:00,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IDJH2223004,VNĐ,,,,,0,100000,Coupon,Cố định,,,,,Hiệu lực,,IDJ ,Công ty cổ phần,Bất động sản
2981,2022-09-22 00:00:00,TDGC - Công ty TNHH Thương mại Dịch vụ Tech Dragon,TDGCH2226001,VNĐ,,,,,0,10000000,Coupon,Kết hợp,,Mua lại,,12.5,Hiệu lực,,TDGC ,Công ty trách nhiệm hữu hạn,Bất động sản
2982,2022-07-12 00:00:00,NTRC - Công ty Cổ phần Nam Thắng Rạch Giá,NTRCH2227001,VNĐ,,,,,0,10000000,Coupon,Cố định,,,,,Hiệu lực,,NTRC ,Công ty cổ phần,Lĩnh vực khác
2983,2022-06-15 00:00:00,APGC - CTCP Tập đoàn Apec Group,APGCH2225008,VNĐ,,,,,0,100000,Coupon,Cố định,,Mua lại,,,Hiệu lực,,APGC ,Công ty cổ phần,Bất động sản
2984,2022-06-15 00:00:00,APGC - CTCP Tập đoàn Apec Group,APGCH2225007,VNĐ,,,,,0,100000,Coupon,Cố định,,,,,Hiệu lực,,APGC ,Công ty cổ phần,Bất động sản
2985,2022-06-14 00:00:00,APS - Công ty Cổ phần Chứng khoán Châu Á Thái Bình Dương,APSH2223003,VNĐ,,,,,0,100000,Coupon,Cố định,,,,,Hiệu lực,,APS ,Công ty cổ phần,Kinh doanh chứng khoán
2986,2022-06-15 00:00:00,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IDJH2225001,VNĐ,,,,,0,100000,Coupon,Cố định,,,,,Hiệu lực,,IDJ ,Công ty cổ phần,Bất động sản
2987,2022-06-15 00:00:00,API - CTCP Đầu tư Châu Á - Thái Bình Dương,APIH2224001,VNĐ,,,,,0,100000,Coupon,Cố định,,,,,Hiệu lực,,API ,Công ty cổ phần,Bất động sản
2988,2022-06-10 00:00:00,TD1C - Công ty cổ phần Điện gió Trung Nam Đắk Lắk 1,TD1CB2135011,VNĐ,,,,,0,100000,Coupon,Cố định,,Mua lại,,,Hiệu lực,,TD1C ,Công ty cổ phần,Xây dựng
2989,2022-04-07 00:00:00,PQSC - Công ty TNHH Mặt trời Phú Quốc,PQSCH2122002,VNĐ,,,,,0,100000000,Coupon,Cố định,,Mua lại,,0.0,Hiệu lực,,PQSC ,Công ty trách nhiệm hữu hạn,Bất động sản
2990,2022-03-22 00:00:00,USMC - Công ty Cổ phần Nhà máy Trang thiết bị Y tế USM Healthcare,USMCH2123001,VNĐ,,,,,0,1000000000,Zero coupon,,,Mua lại,,0.0,Hiệu lực,,USMC ,Công ty cổ phần,Sản xuất
2991,2021-12-03 00:00:00,APGC - CTCP TẬP ĐOÀN APEC GROUP,APGCH2124004,VNĐ,,,,,0,100000,Coupon,Cố định,,Mua lại,,0.0,Hiệu lực,,APGC ,Công ty cổ phần,Bất động sản
2992,2021-09-09 00:00:00,CTG - Ngân hàng Thương mại Cổ phần Công Thương Việt Nam,CTGL2128010,VNĐ,,,,,0,1000000000,Coupon,Thả nổi,,Mua lại,,0.0,Hiệu lực,,CTG ,Công ty cổ phần,Tổ chức tín dụng
2993,18/09/2026,PCB - NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN ĐẠI CHÚNG VIỆT NAM,PCBL12603,VNĐ,7 Năm,11/09/2026,11/09/2033,2550 ngày,7500,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,9.6,Hiệu lực,,,,
2994,18/09/2026,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BIDL12622,VNĐ,6 Năm,14/09/2026,14/09/2032,2188 ngày,200,1000000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Hoán đổi; Mua lại,,8.2,Hiệu lực,,,,
2995,15/09/2026,VSC - CÔNG TY CỔ PHẦN CONTAINER VIỆT NAM,VSCL12601,VNĐ,36 Tháng,26/08/2026,26/08/2029,1073 ngày,5000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,,,
2996,17/09/2026,ACB - Ngân hàng TMCP Á Châu,ACBL12604,VNĐ,10 Năm,09/09/2026,09/09/2036,3644 ngày,200,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.5,Hiệu lực,,,,
2997,15/09/2026,MLOC - CÔNG TY CỔ PHẦN DỊCH VỤ CAO ỐC MASTERISE LUMIERE OFFICE,MLOL12601,VNĐ,48 Tháng,10/09/2026,10/09/2030,1453 ngày,70000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.6,Hiệu lực,,,,
2998,15/09/2026,HULC - Công ty cổ phần phát triển Bất động sản Hưng Long,HULL12603,VNĐ,36 Tháng,10/09/2026,10/09/2029,1088 ngày,20000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.0,Hiệu lực,,,,
2999,14/09/2026,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BIDL12620,VNĐ,14 Năm,04/09/2026,04/09/2040,5100 ngày,150,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Hoán đổi; Mua lại,,8.0,Hiệu lực,,,,
3000,11/09/2026,ACB - Ngân hàng TMCP Á Châu,ACBL12603,VNĐ,5 Năm,17/08/2026,17/08/2031,1794 ngày,750,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại; None,,8.0,Hiệu lực,,,,
3001,10/09/2026,KNCC - CÔNG TY TNHH KN CAM RANH,KNCL12602,VNĐ,5 Năm,04/09/2026,04/09/2031,1812 ngày,8000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.5,Hiệu lực,,,,
3002,08/09/2026,SHB - Ngân hàng TMCP Sài Gòn - Hà Nội,SHBL12601,VNĐ,6 Năm,27/08/2026,27/08/2032,2170 ngày,1000,1000000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,9.7,Hiệu lực,,,,
3003,08/09/2026,HDB - NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDBL12613,VNĐ,6 Năm,27/08/2026,27/08/2032,2170 ngày,9000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,9.2,Hiệu lực,,,,
3004,08/09/2026,HULC - Công ty cổ phần phát triển Bất động sản Hưng Long,HULL12602,VNĐ,84 Tháng,28/08/2026,28/08/2033,2536 ngày,70000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.6,Hiệu lực,,,,
3005,07/09/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPBL12610,VNĐ,10 Năm,26/08/2026,26/08/2036,3630 ngày,5000,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,9.7,Hiệu lực,,,,
3006,07/09/2026,VHM - CTCP VINHOMES,VHML12617,VNĐ,24 Tháng,04/09/2026,04/09/2028,717 ngày,20000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,,,
3007,08/09/2026,TBEC - CÔNG TY CỔ PHẦN PHÁT TRIỂN HẠ TẦNG VÀ BẤT ĐỘNG SẢN THÁI BẢO,TBEL12601,VNĐ,84 Tháng,28/08/2026,28/08/2033,2536 ngày,4800,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.6,Hiệu lực,,,,
3008,08/09/2026,STB - Ngân hàng thương mại cổ phần Sài Gòn Tài Lộc (Tên cũ: Ngân hàng Thương mại Cổ Phần Sài Gòn Thương Tín),STBL12610,VNĐ,6 Năm,28/08/2026,28/08/2032,2171 ngày,2000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,9.5,Hiệu lực,,,,
3009,08/09/2026,STB - Ngân hàng thương mại cổ phần Sài Gòn Tài Lộc (Tên cũ: Ngân hàng Thương mại Cổ Phần Sài Gòn Thương Tín),STBL12609,VNĐ,6 Năm,28/08/2026,28/08/2032,2171 ngày,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,9.5,Hiệu lực,,,,
3010,07/09/2026,TQDC - CÔNG TY TNHH ĐẦU TƯ KINH DOANH VÀ PHÁT TRIỂN THÀNH QUANG,TQDL12601,VNĐ,60 Tháng,27/08/2026,27/08/2031,1804 ngày,70000,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,10.6,Hiệu lực,,,,
3011,09/09/2026,DQMC - CÔNG TY CỔ PHẦN ĐẦU TƯ ĐỊA ỐC ĐẠI QUANG MINH,DQML12601,VNĐ,3 Năm,29/08/2026,29/08/2029,1076 ngày,10000,100000000,Coupon,Cố định,Khác,Mua lại,,11.0,Hiệu lực,,,,
3012,04/09/2026,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BIDL12619,VNĐ,20 Năm,27/08/2026,27/08/2046,7283 ngày,500,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Hoán đổi; Mua lại,,8.0,Hiệu lực,,,,
3013,07/09/2026,KNCC - CÔNG TY TNHH KN CAM RANH,KNCL12601,VNĐ,5 Năm,26/08/2026,26/08/2031,1803 ngày,7000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,,,
3014,04/09/2026,LPS - Công ty Cổ phần Chứng khoán LPBank,LPSL12601,VNĐ,1 Năm,27/08/2026,27/08/2027,343 ngày,6000,100000000,Coupon,Cố định,Một lần khi đến hạn,Mua lại,,10.5,Hiệu lực,,,,
3015,07/09/2026,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBBL12625,VNĐ,5 Năm,28/08/2026,28/08/2031,1805 ngày,5000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,,,8.5,Hiệu lực,,,,
3016,07/09/2026,HDB - NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDBL12612,VNĐ,6 Năm,27/08/2026,27/08/2032,2170 ngày,10000,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,9.0,Hiệu lực,,,,
3017,04/09/2026,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBBL12627,VNĐ,6 Năm,27/08/2026,27/08/2032,2170 ngày,10000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,9.0,Hiệu lực,,,,
3018,04/09/2026,VCB - NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM,VCBL12610,VNĐ,4 Năm,25/08/2026,25/08/2030,1437 ngày,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.0,Hiệu lực,,,,
3019,04/09/2026,VCB - NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM,VCBL12609,VNĐ,5 Năm,25/08/2026,25/08/2031,1802 ngày,200,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,,,8.0,Hiệu lực,,,,
3020,03/09/2026,KBC - TỔNG CÔNG TY PHÁT TRIỂN ĐÔ THỊ KINH BẮC - CTCP,KBCL12601,VNĐ,3 Năm,20/08/2026,20/08/2029,1067 ngày,7000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,,,
3021,03/09/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPBL12609,VNĐ,10 Năm,24/08/2026,24/08/2036,3628 ngày,5000,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,9.7,Hiệu lực,,,,
3022,03/09/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPBL12608,VNĐ,3 Năm,24/08/2026,24/08/2029,1071 ngày,20000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,9.1,Hiệu lực,,,,
3023,28/08/2026,VHM - CTCP VINHOMES,VHML12616,VNĐ,24 Tháng,27/08/2026,27/08/2028,709 ngày,10000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,,,
3024,03/09/2026,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBBL12626,VNĐ,6 Năm,,,0 ngày,0,100000000,Coupon,Thả nổi,,Mua lại,,0.0,Hiệu lực,,,,
3025,03/09/2026,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBBL12624,VNĐ,5 Năm,26/08/2026,26/08/2031,1803 ngày,8000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,,,8.5,Hiệu lực,,,,
3026,03/09/2026,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BIDL12618,VNĐ,6 Năm,21/08/2026,21/08/2032,2164 ngày,100,1000000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Hoán đổi; Mua lại,,8.2,Hiệu lực,,,,
3027,27/08/2026,HCVC - CÔNG TY TÀI CHÍNH TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN HOME CREDIT VIỆT NAM,HCVL12605,VNĐ,24 Tháng,21/08/2026,21/08/2028,703 ngày,600,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,9.8,Hiệu lực,,,,
3028,27/08/2026,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBBL12623,VNĐ,6 Năm,19/08/2026,19/08/2032,2162 ngày,5000,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,9.0,Hiệu lực,,,,
3029,27/08/2026,HCVC - CÔNG TY TÀI CHÍNH TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN HOME CREDIT VIỆT NAM,HCVL12606,VNĐ,24 Tháng,24/08/2026,24/08/2028,706 ngày,200,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,9.8,Hiệu lực,,,,
